shapeid,fromstop,tostop,fft,length
67b,928,927,3,0.17
67b,927,925,3,0.19
67b,925,923,3,0.17
67b,923,893,3,0.16
67b,893,889,3,0.31
67b,889,591,5,0.37
67b,591,592,5,0.6
67b,592,593,5,0.16
67b,593,595,5,1.16
6a,826,825,5,0.52
6a,825,824,5,0.61
6a,824,823,5,0.61
6a,823,822,5,1.25
6b,822,823,5,1.25
6b,823,824,5,0.61
6b,824,825,5,0.61
6b,825,826,5,0.52
7a,569,568,5,0.62
7a,568,559,5,0.93
7a,559,558,2,0.5
7a,558,557,2,0.42
7a,557,556,2,1
7a,556,555,2,0.38
7a,555,554,2,0.36
7a,554,553,2,0.93
7a,553,552,2,1.09
7a,552,551,2,2.12
7a,551,550,2,0.45
7a,550,549,2,0.55
7a,549,527,2,0.78
7a,527,519,2,0.22
7a,519,518,2,0.38
7a,518,517,2,0.75
7a,517,516,2,0.25
7a,516,608,2,0.24
7a,608,607,2,0.22
7a,607,606,2,0.37
7b,606,607,2,0.37
7b,607,608,2,0.22
7b,608,516,2,0.24
7b,516,517,2,0.22
7b,517,518,2,0.75
7b,518,519,2,0.38
7b,519,527,2,0.22
7b,527,549,2,0.78
7b,549,550,2,0.55
7b,550,551,2,0.45
7b,551,552,2,2.12
7b,552,553,2,1.09
7b,553,554,2,0.93
7b,554,555,2,0.36
7b,555,556,2,0.38
7b,556,557,2,1
7b,557,558,2,0.42
7b,558,559,2,0.5
7b,559,568,5,0.93
7b,568,569,5,0.62
8a,569,570,5,1.27
8a,570,573,5,0.85
8a,573,556,5,0.87
8a,556,555,1,0.38
8a,555,574,5,0.49
8a,574,577,5,1.65
8a,577,576,5,0.72
8a,576,552,5,1.05
8b,552,576,5,1.05
8b,576,577,5,0.72
8b,577,574,5,1.65
8b,574,555,5,0.49
8b,555,556,1,0.38
8b,556,573,5,0.87
8b,573,570,5,0.85
8b,570,569,5,1.27
9a,307,306,5,0.38
9a,306,305,5,0.4
9a,305,304,3,0.3
9a,304,412,3,0.38
9a,412,411,3,0.05
9a,411,410,3,0.1
9a,410,1034,3,0.18
9a,1034,1035,3,0.09
9a,1035,1036,3,0.22
9a,1036,1037,3,0.18
9a,1037,1038,3,0.17
9a,1038,1028,3,0.12
9a,1028,1027,3,0.08
9a,1027,1026,3,0.09
9a,1026,1025,3,0.24
9b,1025,1042,3,0.12
9b,1042,1041,3,0.12
9b,1041,1040,3,0.07
9b,1040,1039,3,0.07
9b,1039,1038,3,0.17
9b,1038,1037,3,0.17
9b,1037,1036,3,0.18
9b,1036,1035,3,0.22
9b,1035,1034,3,0.09
9b,1034,410,3,0.15
9b,410,411,3,0.1
9b,411,412,3,0.05
9b,412,304,3,0.38
9b,304,305,3,0.3
9b,305,306,5,0.4
9b,306,307,5,0.38
